well_id|county|spud_date|completion_date
1|County 1|2014-08-12|2015-02-21
2|County 1|2019-10-06|2020-07-02
3|County 1|2013-01-15|2013-05-23
4|County 1|2017-10-13|2018-04-18
5|County 9|2011-05-29|2011-12-19
6|County 6|2013-12-17|2014-07-03
7|County 5|2015-04-28|2016-09-09
8|County 9|2014-08-16|2015-02-16
9|County 1|2018-01-25|2018-08-10
10|County 8|2008-05-27|2008-08-01
11|County 6|2020-02-20|2023-06-09
12|County 1|2018-07-02|2018-12-25
13|County 6|2015-12-13|2017-09-12
14|County 1|2012-06-10|2013-04-21
15|County 8|2020-10-31|2021-02-09
16|County 6|2019-08-27|2021-01-07
17|County 6|2014-06-15|2015-01-25
18|County 1|2019-08-07|2019-11-27
19|County 5|2010-05-14|2010-07-13
20|County 9|2014-06-18|2014-11-16
21|County 4|2013-09-19|2013-11-17
22|County 1|2015-12-03|2016-05-14
23|County 1|2013-10-13|2014-05-20
24|County 9|2014-02-21|2014-08-19
25|County 8|2011-03-17|2011-10-02
26|County 8|2011-04-17|2011-06-20
27|County 1|2013-01-16|2013-08-09
28|County 6|2017-01-02|2017-11-01
29|County 8|2014-09-25|2015-02-25
30|County 5|2007-04-14|2007-08-01
31|County 8|2009-10-15|2009-11-23
32|County 9|2023-03-27|2023-08-16
33|County 7|2014-04-22|2014-08-19
34|County 8|2010-06-23|2011-01-14
35|County 8|2022-09-05|2023-02-05
36|County 1|2017-08-08|2017-11-20
37|County 8|2012-06-15|2012-09-14
38|County 8|2007-11-12|2008-01-24
39|County 1|2014-02-07|2014-07-06
40|County 8|2018-10-26|2019-06-22
41|County 9|2012-01-23|2012-06-08
42|County 6|2018-08-25|2019-03-14
43|County 1|2011-05-27|2011-08-31
44|County 4|2013-01-15|2013-04-29
45|County 1|2014-10-18|2015-05-11
46|County 9|2009-08-08|2009-10-19
47|County 6|2017-06-27|2017-12-11
48|County 1|2018-02-06|2018-11-05
49|County 9|2022-06-15|2023-02-20
50|County 1|2014-06-10|2015-01-12
51|County 1|2014-12-05|2015-05-07
52|County 6|2012-12-18|2013-06-25
53|County 1|2015-07-09|2016-08-21
54|County 9|2013-08-29|2013-11-26
55|County 9|2011-12-29|2012-02-19
56|County 9|2012-12-18|2013-07-04
57|County 8|2014-06-08|2015-02-20
58|County 9|2015-07-22|2017-06-10
59|County 9|2022-12-01|2023-10-12
60|County 7|2011-01-14|2011-08-04
61|County 9|2013-12-15|2014-05-03
62|County 6|2018-08-10|2018-10-23
63|County 8|2014-05-13|2015-02-28
64|County 6|2018-07-20|2018-12-08
65|County 9|2017-08-25|2018-03-02
66|County 7|2019-08-21|2019-11-21
67|County 5|2012-10-02|2013-01-17
68|County 8|2022-06-12|2023-01-09
69|County 9|2019-12-04|2020-11-13
70|County 6|2010-05-19|2010-07-22
71|County 5|2013-04-02|2013-06-18
72|County 9|2019-03-10|2019-08-21
73|County 9|2012-05-11|2012-07-18
74|County 8|2012-04-27|2012-08-20
75|County 9|2007-02-25|2007-05-15
76|County 9|2011-06-06|2011-08-30
77|County 8|2009-05-05|2009-06-17
78|County 1|2014-09-15|2015-06-12
79|County 9|2010-07-20|2010-10-17
80|County 6|2015-06-11|2015-07-30
81|County 5|2014-06-20|2014-10-23
82|County 8|2019-07-15|2020-01-07
83|County 1|2020-08-02|2022-05-06
84|County 1|2022-03-13|2023-06-30
85|County 8|2018-11-02|2019-06-14
86|County 9|2015-03-11|2015-08-13
87|County 8|2018-07-13|2019-02-23
88|County 9|2012-06-16|2012-09-20
89|County 1|2019-10-25|2020-12-14
90|County 8|2013-01-02|2013-05-25
91|County 5|2013-11-19|2014-04-18
92|County 8|2014-11-28|2015-10-03
93|County 9|2015-05-03|2017-01-06
94|County 8|2007-09-30|2007-12-01
95|County 6|2016-01-03|2017-07-01
96|County 6|2013-02-03|2013-03-22
97|County 7|2008-05-15|2008-07-09
98|County 4|2013-11-15|2014-03-26
99|County 6|2013-10-20|2014-03-13
100|County 6|2015-03-04|2017-01-24
101|County 6|2017-08-17|2018-02-05
102|County 8|2019-11-24|2021-04-25
103|County 8|2014-10-10|2015-02-19
104|County 1|2013-02-26|2013-07-05
105|County 1|2019-07-14|2020-02-26
106|County 8|2022-05-19|2023-02-04
107|County 6|2021-12-23|2022-05-29
108|County 9|2014-03-31|2014-09-22
109|County 8|2016-01-29|2017-08-26
110|County 8|2014-06-14|2015-03-20
111|County 6|2022-09-06|2023-05-01
112|County 1|2021-04-05|2021-10-04
113|County 7|2014-11-15|2015-06-13
114|County 1|2016-04-10|2016-09-18
115|County 8|2019-05-25|2019-08-30
116|County 5|2014-08-11|2014-09-16
117|County 1|2012-02-15|2012-04-25
118|County 6|2019-03-24|2019-10-06
119|County 9|2012-07-29|2012-09-26
120|County 1|2013-08-12|2014-01-05
121|County 3|2012-07-20|2012-11-21
122|County 9|2014-05-31|2015-01-26
123|County 8|2014-08-29|2017-09-03
124|County 5|2012-10-26|2013-03-08
125|County 6|2015-08-05|2017-10-28
126|County 5|2011-02-28|2011-10-13
127|County 8|2023-01-01|2023-07-24
128|County 6|2008-01-07|2008-03-11
129|County 9|2013-10-21|2014-05-22
130|County 8|2011-03-14|2011-07-02
131|County 1|2011-02-07|2011-08-05
132|County 9|2012-11-14|2013-03-06
133|County 1|2014-11-24|2015-04-09
134|County 6|2022-05-27|2022-10-27
135|County 1|2017-09-28|2018-04-19
136|County 8|2019-05-13|2020-01-21
137|County 1|2017-07-11|2017-10-30
138|County 1|2012-02-10|2012-04-23
139|County 6|2013-12-02|2014-08-25
140|County 1|2014-07-12|2014-12-28
141|County 1|2012-06-04|2012-09-17
142|County 9|2013-05-26|2013-09-26
143|County 1|2019-04-29|2019-10-26
144|County 9|2010-12-02|2011-04-15
145|County 8|2018-11-27|2019-07-17
146|County 6|2017-11-15|2018-08-07
147|County 1|2013-08-16|2014-02-05
148|County 1|2023-02-04|2023-06-01
149|County 3|2013-01-07|2013-03-19
150|County 8|2012-01-23|2012-10-19
151|County 6|2014-12-15|2017-09-09
152|County 9|2009-04-25|2009-06-19
153|County 9|2017-09-02|2018-10-22
154|County 6|2019-04-19|2019-11-01
155|County 9|2010-01-04|2010-03-19
156|County 5|2014-08-18|2014-09-20
157|County 1|2008-08-01|2008-10-01
158|County 1|2015-02-23|2015-09-13
159|County 8|2023-02-27|2023-09-11
160|County 9|2013-12-09|2014-03-18
161|County 1|2017-06-05|2018-08-27
162|County 8|2010-12-22|2011-08-01
163|County 6|2018-04-02|2018-06-30
164|County 9|2010-10-13|2011-03-11
165|County 1|2012-10-05|2013-02-22
166|County 6|2018-02-16|2019-02-05
167|County 9|2015-07-21|2016-07-01
168|County 3|2012-01-04|2012-04-05
169|County 8|2013-03-17|2013-08-13
170|County 6|2014-11-07|2015-05-02
171|County 9|2015-01-23|2016-01-01
172|County 8|2013-04-27|2013-10-10
173|County 8|2015-12-10|2017-02-12
174|County 6|2011-09-05|2011-11-18
175|County 1|2016-11-04|2017-06-26
176|County 1|2018-09-01|2019-04-17
177|County 6|2018-10-30|2019-09-23
178|County 6|2012-04-10|2012-06-10
179|County 9|2014-09-11|2014-12-29
180|County 8|2014-01-06|2014-05-30
181|County 9|2007-09-15|2007-11-10
182|County 7|2013-05-14|2013-10-13
183|County 1|2013-08-12|2013-09-29
184|County 1|2018-03-17|2018-12-16
185|County 1|2013-03-03|2013-06-22
186|County 8|2014-09-05|2015-03-18
187|County 1|2016-07-01|2017-07-29
188|County 1|2023-05-07|2023-12-10
189|County 9|2012-01-24|2012-03-14
190|County 9|2018-08-17|2019-05-26
191|County 1|2013-03-26|2013-09-20
192|County 6|2011-09-26|2012-05-25
193|County 1|2018-04-27|2018-09-09
194|County 5|2013-05-05|2013-09-17
195|County 8|2012-08-05|2013-04-10
196|County 8|2014-02-21|2014-08-14
197|County 9|2019-12-20|2022-06-30
198|County 1|2014-03-08|2014-09-23
199|County 6|2012-12-08|2013-03-12
200|County 6|2019-07-25|2020-01-17
201|County 9|2020-02-19|2020-07-13
202|County 9|2013-12-27|2014-08-16
203|County 6|2012-02-12|2012-05-29
204|County 8|2021-03-01|2021-10-03
205|County 8|2023-03-26|2023-08-04
206|County 4|2011-04-09|2011-06-29
207|County 9|2014-08-30|2017-07-30
208|County 1|2012-08-11|2012-10-31
209|County 1|2012-10-19|2013-06-11
210|County 1|2018-05-29|2018-12-10
211|County 8|2023-04-13|2023-11-17
212|County 8|2021-05-21|2021-12-10
213|County 6|2015-01-06|2015-03-27
214|County 9|2023-02-15|2023-10-14
215|County 1|2013-07-31|2013-11-20
216|County 6|2012-03-27|2012-06-11
217|County 6|2019-05-28|2020-01-25
218|County 6|2018-04-14|2018-07-03
219|County 6|2018-10-29|2019-09-15
220|County 8|2021-11-10|2022-09-01
221|County 6|2010-10-12|2011-03-09
222|County 6|2014-03-08|2014-07-18
223|County 6|2012-05-13|2012-07-16
224|County 1|2010-11-02|2011-04-25
225|County 9|2021-12-02|2022-07-01
226|County 8|2016-06-01|2016-09-02
227|County 8|2018-01-18|2018-09-27
228|County 5|2013-03-06|2013-10-06
229|County 5|2014-04-08|2014-08-06
230|County 1|2012-04-07|2013-05-26
231|County 1|2014-05-23|2014-09-20
232|County 1|2014-07-15|2014-11-03
233|County 8|2010-01-18|2010-04-05
234|County 1|2019-03-19|2019-09-20
235|County 8|2013-07-26|2013-12-11
236|County 1|2012-12-04|2013-06-08
237|County 6|2018-11-03|2019-07-26
238|County 8|2010-03-29|2010-07-23
239|County 9|2013-07-07|2014-01-01
240|County 8|2016-05-28|2017-07-09
241|County 1|2014-02-03|2014-07-17
242|County 6|2023-04-11|2023-09-02
243|County 1|2017-05-18|2019-02-23
244|County 8|2013-08-06|2013-11-25
245|County 1|2021-07-29|2022-02-17
246|County 1|2014-01-20|2014-04-04
247|County 6|2014-08-22|2014-12-27
248|County 8|2007-02-19|2007-06-01
249|County 9|2019-09-16|2019-12-12
250|County 1|2017-10-03|2019-12-22
251|County 6|2013-12-01|2014-10-01
252|County 9|2023-03-18|2023-08-06
253|County 9|2018-01-30|2018-07-17
254|County 8|2018-04-21|2018-09-12
255|County 1|2015-02-18|2015-08-28
256|County 9|2014-06-26|2016-01-25
257|County 4|2007-09-22|2007-12-05
258|County 1|2017-02-19|2018-05-15
259|County 1|2012-07-03|2013-02-01
260|County 6|2015-06-06|2015-12-12
261|County 9|2013-11-24|2014-06-07
262|County 8|2021-07-20|2021-12-26
263|County 6|2006-09-14|2006-12-09
264|County 1|2014-11-05|2015-03-08
265|County 6|2019-12-26|2020-11-26
266|County 8|2012-11-27|2013-06-23
267|County 6|2018-03-28|2018-09-18
268|County 7|2008-12-01|2009-02-06
269|County 1|2007-12-20|2008-03-16
270|County 1|2012-09-19|2013-02-14
271|County 1|2019-09-17|2021-06-17
272|County 1|2013-07-24|2014-06-19
273|County 8|2017-03-23|2017-10-11
274|County 1|2018-02-08|2018-08-26
275|County 9|2013-05-02|2013-07-02
276|County 6|2015-05-14|2015-07-26
277|County 7|2012-10-14|2012-11-26
278|County 1|2014-10-09|2015-10-17
279|County 8|2017-06-25|2018-04-24
280|County 9|2009-01-05|2009-08-16
281|County 8|2019-11-05|2020-03-01
282|County 1|2019-08-05|2021-08-29
283|County 6|2015-05-17|2015-10-31
284|County 9|2011-07-31|2012-01-29
285|County 1|2019-04-13|2019-07-18
286|County 6|2018-10-05|2019-02-20
287|County 9|2007-11-16|2008-01-05
288|County 1|2020-11-11|2022-08-31
289|County 9|2014-10-07|2015-04-04
290|County 8|2014-08-10|2015-01-31
291|County 11|2014-10-24|2019-10-26
292|County 1|2018-05-14|2019-02-23
293|County 6|2014-08-27|2015-04-09
294|County 1|2013-09-07|2014-01-10
295|County 1|2020-01-06|2022-11-04
296|County 6|2010-10-16|2011-09-01
297|County 1|2011-06-20|2011-09-26
298|County 1|2013-10-11|2014-04-01
299|County 5|2007-06-01|2007-08-01
300|County 1|2014-07-25|2015-01-23
301|County 9|2008-10-14|2008-12-15
302|County 5|2013-11-07|2014-01-14
303|County 9|2010-07-03|2010-09-25
304|County 5|2016-11-22|2017-03-01
305|County 1|2012-05-27|2012-10-07
306|County 5|2011-10-08|2012-02-01
307|County 1|2014-04-05|2014-07-26
308|County 6|2015-03-20|2016-02-02
309|County 6|2015-02-11|2015-06-22
310|County 1|2014-09-14|2015-01-09
311|County 8|2017-01-16|2017-06-11
312|County 5|2015-07-27|2016-02-18
313|County 1|2017-09-21|2018-06-19
314|County 8|2019-11-08|2020-10-24
315|County 9|2010-07-31|2011-04-05
316|County 6|2012-03-21|2012-05-07
317|County 1|2015-07-09|2015-10-18
318|County 8|2013-09-13|2013-11-29
319|County 1|2010-01-27|2010-04-16
320|County 8|2014-09-08|2015-06-29
321|County 5|2007-11-06|2008-02-06
322|County 7|2008-09-15|2008-11-02
323|County 6|2018-05-12|2019-04-03
324|County 1|2017-09-25|2018-04-10
325|County 1|2022-04-01|2022-12-21
326|County 9|2018-04-20|2018-09-24
327|County 8|2019-08-29|2021-10-13
328|County 1|2014-07-13|2015-01-28
329|County 8|2023-03-20|2023-09-09
330|County 1|2011-03-30|2011-08-15
331|County 6|2010-10-07|2011-02-22
332|County 9|2019-05-15|2020-02-20
333|County 9|2014-05-02|2014-08-06
334|County 9|2019-08-08|2019-12-02
335|County 9|2011-07-21|2011-12-24
336|County 9|2010-06-18|2011-05-21
337|County 6|2013-03-10|2013-07-20
338|County 8|2022-01-17|2022-06-10
339|County 9|2014-12-02|2015-04-17
340|County 5|2010-01-17|2010-03-17
341|County 1|2015-03-02|2015-08-04
342|County 6|2018-06-11|2018-08-20
343|County 8|2018-07-14|2019-02-14
344|County 8|2005-05-26|2005-08-24
345|County 9|2013-02-07|2013-04-27
346|County 9|2015-04-22|2016-09-27
347|County 8|2021-07-10|2022-02-06
348|County 8|2014-08-06|2015-02-11
349|County 1|2015-11-17|2016-04-23
350|County 6|2012-10-18|2013-01-24
351|County 9|2013-03-26|2013-09-04
352|County 6|2023-04-23|2023-09-18
353|County 5|2011-07-01|2011-12-10
354|County 1|2014-03-11|2014-10-01
355|County 6|2018-10-28|2019-09-15
356|County 1|2019-02-21|2019-10-16
357|County 6|2010-12-03|2011-06-17
358|County 1|2015-11-12|2016-06-20
359|County 6|2022-08-05|2023-05-19
360|County 1|2021-05-19|2021-11-05
361|County 1|2013-04-06|2013-12-14
362|County 6|2015-08-03|2015-12-07
363|County 2|2000-11-17|2001-03-09
364|County 9|2012-12-03|2013-05-22
365|County 6|2015-02-19|2017-01-24
366|County 8|2015-06-30|2015-12-06
367|County 6|2017-10-22|2018-09-17
368|County 9|2010-05-15|2010-12-07
369|County 1|2019-08-03|2020-06-14
370|County 4|2014-09-02|2014-11-07
371|County 6|2013-07-28|2013-12-22
372|County 9|2022-05-12|2022-12-14
373|County 8|2016-08-06|2018-06-10
374|County 8|2020-03-09|2020-11-19
375|County 1|2014-07-13|2014-12-05
376|County 6|2019-04-21|2019-11-03
377|County 1|2014-10-24|2015-03-16
378|County 9|2014-10-16|2015-02-12
379|County 1|2014-07-14|2014-11-05
380|County 1|2013-08-20|2014-05-23
381|County 1|2015-12-18|2016-10-16
382|County 9|2014-11-28|2017-03-03
383|County 7|2014-05-06|2014-09-15
384|County 1|2013-05-20|2013-11-01
385|County 1|2016-11-04|2017-05-01
386|County 5|2010-10-15|2011-07-19
387|County 8|2016-07-02|2017-01-09
388|County 1|2015-05-20|2016-01-21
389|County 6|2014-01-30|2014-06-17
390|County 1|2015-08-28|2016-07-03
391|County 1|2015-04-04|2016-03-09
392|County 8|2016-01-01|2017-05-19
393|County 1|2014-07-20|2014-12-12
394|County 1|2012-10-03|2013-03-12
395|County 5|2011-03-21|2011-07-25
396|County 1|2011-11-25|2012-01-14
397|County 9|2011-05-06|2011-09-16
398|County 1|2020-02-25|2020-08-30
399|County 5|2013-06-07|2013-09-16
400|County 1|2017-09-10|2018-03-21
401|County 6|2022-09-28|2023-05-19
402|County 9|2014-01-02|2014-03-12
403|County 1|2018-09-20|2019-11-25
404|County 6|2012-01-12|2012-04-01
405|County 1|2021-11-22|2022-03-17
406|County 6|2022-09-28|2023-05-10
407|County 9|2013-03-27|2013-08-19
408|County 8|2010-03-20|2010-09-05
409|County 6|2012-03-17|2012-06-19
410|County 1|2009-01-17|2009-03-13
411|County 8|2009-11-12|2010-02-11
412|County 9|2012-04-20|2012-08-05
413|County 9|2016-04-06|2016-08-31
414|County 9|2019-03-11|2019-10-15
415|County 9|2010-07-27|2010-10-20
416|County 8|2018-01-29|2018-12-03
417|County 6|2015-03-21|2017-11-01
418|County 8|2015-10-25|2018-08-15
419|County 8|2011-09-06|2011-12-14
420|County 6|2023-05-03|2023-08-21
421|County 1|2015-07-18|2017-08-29
422|County 8|2013-03-21|2013-07-13
423|County 1|2014-06-25|2014-09-24
424|County 6|2015-03-23|2017-11-22
425|County 6|2013-10-01|2014-04-19
426|County 1|2018-09-15|2019-01-12
427|County 8|2011-03-17|2011-10-12
428|County 6|2011-05-02|2011-09-06
429|County 9|2012-04-28|2012-06-05
430|County 9|2019-06-19|2019-12-20
431|County 1|2012-05-17|2012-08-30
432|County 6|2015-01-06|2015-09-19
433|County 6|2020-01-14|2023-05-03
434|County 9|2013-10-29|2014-08-27
435|County 6|2017-11-03|2018-08-07
436|County 1|2014-03-14|2014-09-04
437|County 6|2014-05-09|2014-10-01
438|County 6|2018-07-23|2018-11-29
439|County 8|2015-09-09|2015-12-07
440|County 5|2015-10-22|2016-04-30
441|County 6|2019-08-09|2023-06-22
442|County 8|2017-01-27|2018-08-30
443|County 1|2008-01-21|2008-04-03
444|County 1|2014-12-06|2016-06-04
445|County 6|2012-05-18|2012-09-10
446|County 1|2012-06-23|2012-09-30
447|County 1|2018-03-20|2018-07-16
448|County 1|2013-09-18|2014-01-23
449|County 8|2020-08-24|2021-09-03
450|County 9|2012-01-21|2012-05-16
451|County 6|2018-03-20|2018-10-07
452|County 1|2015-01-30|2015-04-03
453|County 8|2008-03-02|2008-05-09
454|County 9|2009-03-18|2009-07-15
455|County 1|2020-11-10|2021-11-20
456|County 6|2007-10-22|2007-12-20
457|County 6|2013-11-16|2014-03-02
458|County 7|2023-06-19|2023-09-01
459|County 6|2013-12-13|2014-08-01
460|County 1|2013-09-23|2014-03-07
461|County 2|2016-07-20|2016-12-15
462|County 1|2018-01-10|2018-05-17
463|County 6|2019-06-17|2020-02-13
464|County 6|2010-05-21|2010-08-25
465|County 8|2022-06-07|2022-11-21
466|County 6|2014-09-28|2015-09-01
467|County 7|2009-12-18|2010-03-05
468|County 1|2018-02-11|2018-11-02
469|County 9|2017-12-29|2018-09-14
470|County 9|2012-11-27|2013-03-31
471|County 1|2020-02-11|2020-10-07
472|County 8|2015-11-27|2016-07-14
473|County 9|2008-06-11|2008-08-01
474|County 9|2023-01-18|2023-08-10
475|County 5|2013-03-30|2013-06-28
476|County 5|2013-02-02|2013-08-25
477|County 9|2014-12-28|2015-05-12
478|County 1|2008-06-01|2008-07-01
479|County 1|2011-06-11|2011-09-01
480|County 1|2019-09-16|2021-06-23
481|County 9|2019-10-10|2020-02-04
482|County 6|2012-02-14|2012-05-21
483|County 8|2016-09-09|2017-03-29
484|County 8|2022-11-04|2023-06-08
485|County 8|2023-08-11|2023-12-23
486|County 9|2012-03-31|2012-07-21
487|County 7|2012-02-21|2012-05-23
488|County 6|2014-05-16|2015-02-07
489|County 9|2015-11-26|2016-05-25
490|County 6|2012-04-26|2012-06-30
491|County 6|2014-02-01|2014-05-17
492|County 9|2012-07-29|2013-04-24
493|County 6|2013-01-06|2013-06-15
494|County 9|2016-01-28|2018-08-04
495|County 1|2012-10-01|2013-04-10
496|County 1|2012-09-16|2013-04-01
497|County 6|2012-03-22|2012-08-05
498|County 1|2019-10-18|2021-09-20
499|County 5|2011-11-07|2012-03-01
500|County 5|2014-06-26|2014-09-05
501|County 1|2016-09-09|2017-02-21
502|County 8|2020-03-13|2022-03-15
503|County 6|2019-01-06|2019-06-11
504|County 8|2022-04-18|2022-09-30
505|County 1|2010-02-20|2010-11-12
506|County 8|2018-05-30|2019-01-15
507|County 1|2016-10-22|2017-04-07
508|County 9|2015-05-23|2016-09-15
509|County 1|2012-06-22|2012-09-09
510|County 6|2014-05-23|2014-12-19
511|County 8|2010-12-22|2011-07-16
512|County 6|2019-06-11|2019-11-30
513|County 1|2019-10-05|2021-03-07
514|County 8|2009-09-17|2009-11-18
515|County 1|2022-09-05|2023-02-06
516|County 9|2009-11-20|2010-04-15
517|County 6|2012-12-28|2013-08-01
518|County 9|2008-08-16|2008-10-08
519|County 6|2012-11-11|2013-03-30
520|County 9|2013-10-19|2014-01-19
521|County 6|2015-02-28|2016-02-01
522|County 6|2014-02-08|2014-09-26
523|County 1|2013-07-11|2013-09-22
524|County 9|2009-05-28|2009-09-22
525|County 8|2015-02-18|2015-06-03
526|County 8|2017-02-07|2017-04-21
527|County 9|2019-02-16|2019-08-01
528|County 8|2014-08-05|2015-09-03
529|County 8|2014-09-10|2015-07-15
530|County 1|2018-12-13|2019-07-04
531|County 6|2010-08-23|2010-12-28
532|County 6|2022-10-07|2023-03-09
533|County 9|2013-12-23|2014-07-12
534|County 8|2015-08-27|2016-01-08
535|County 1|2015-10-21|2017-02-19
536|County 9|2010-09-03|2010-11-11
537|County 8|2015-10-29|2018-08-19
538|County 5|2009-10-17|2010-01-03
539|County 9|2014-02-19|2014-12-30
540|County 1|2022-08-27|2023-09-19
541|County 9|2014-04-19|2014-05-28
542|County 8|2017-08-19|2018-06-01
543|County 1|2014-01-25|2014-06-07
544|County 8|2013-12-04|2014-04-14
545|County 1|2011-12-19|2012-03-13
546|County 9|2018-04-29|2019-03-11
547|County 1|2013-11-08|2014-02-15
548|County 1|2016-11-16|2017-10-19
549|County 6|2015-10-05|2016-11-12
550|County 1|2013-11-06|2014-02-19
551|County 9|2022-07-03|2023-09-05
552|County 9|2014-10-30|2016-12-03
553|County 8|2013-08-28|2014-02-07
554|County 9|2022-07-10|2022-12-02
555|County 6|2023-01-16|2023-06-09
556|County 8|2020-03-09|2022-04-17
557|County 8|2010-08-31|2010-12-02
558|County 1|2021-09-15|2022-02-01
559|County 8|2017-10-19|2018-03-29
560|County 9|2023-03-17|2023-08-07
561|County 8|2014-03-03|2014-06-13
562|County 1|2011-11-15|2012-02-24
563|County 6|2012-09-26|2013-05-08
564|County 8|2008-10-14|2008-12-25
565|County 1|2014-02-04|2014-07-06
566|County 8|2015-11-21|2017-06-17
567|County 9|2012-07-30|2012-10-07
568|County 6|2019-05-06|2019-11-10
569|County 8|2014-11-19|2015-04-19
570|County 8|2021-12-04|2022-07-05
571|County 8|2020-12-03|2021-03-19
572|County 6|2013-03-21|2014-01-01
573|County 6|2019-12-25|2020-11-04
574|County 1|2012-09-26|2013-02-02
575|County 6|2013-02-09|2013-08-28
576|County 8|2023-04-15|2023-11-23
577|County 6|2010-06-06|2010-08-24
578|County 8|2010-06-24|2011-01-14
579|County 8|2021-03-04|2021-08-22
580|County 1|2014-11-08|2015-02-18
581|County 9|2020-03-02|2020-10-12
582|County 1|2011-11-14|2012-01-31
583|County 8|2010-03-05|2010-08-16
584|County 9|2011-11-06|2012-02-24
585|County 9|2005-07-14|2005-09-29
586|County 6|2019-04-20|2019-11-18
587|County 1|2013-03-15|2013-07-16
588|County 8|2022-03-22|2022-09-01
589|County 6|2012-04-19|2012-06-16
590|County 9|2008-03-21|2008-05-16
591|County 6|2014-09-25|2015-01-18
592|County 8|2014-08-24|2015-05-18
593|County 6|2009-03-23|2009-05-19
594|County 5|2015-07-16|2016-08-18
595|County 9|2011-01-26|2011-04-28
596|County 9|2011-01-19|2011-08-24
597|County 1|2016-07-03|2016-10-13
598|County 8|2015-12-30|2016-12-11
599|County 5|2014-06-22|2014-10-23
600|County 7|2009-02-17|2009-04-20
601|County 9|2012-10-23|2013-05-01
602|County 1|2017-10-27|2018-02-25
603|County 6|2017-10-06|2018-03-31
604|County 8|2014-04-02|2014-09-08
605|County 1|2013-08-13|2014-05-07
606|County 6|2019-06-21|2019-10-26
607|County 1|2017-06-18|2017-12-01
608|County 1|2021-07-24|2022-10-26
609|County 9|2015-06-12|2018-09-24
610|County 8|2010-10-04|2010-12-14
611|County 5|2011-03-06|2011-08-30
612|County 9|2019-12-09|2020-06-22
613|County 9|2020-03-19|2020-10-30
614|County 6|2022-06-24|2022-12-04
615|County 1|2013-07-05|2013-09-21
616|County 9|2013-03-15|2015-06-01
617|County 8|2021-09-18|2022-02-05
618|County 8|2017-04-06|2017-12-10
619|County 9|2016-01-03|2016-06-11
620|County 8|2006-09-07|2006-11-10
621|County 9|2013-10-08|2014-04-12
622|County 5|2005-06-17|2005-09-01
623|County 9|2015-08-19|2017-06-20
624|County 1|2014-05-04|2014-07-27
625|County 1|2014-03-15|2014-08-26
626|County 9|2012-10-18|2012-11-20
627|County 6|2015-10-01|2017-05-16
628|County 1|2017-06-04|2018-08-30
629|County 9|2007-12-13|2008-03-02
630|County 8|2019-01-08|2019-08-09
631|County 6|2008-08-17|2008-10-18
632|County 8|2019-10-19|2021-01-30
633|County 1|2012-01-15|2012-05-17
634|County 5|2012-05-12|2012-08-02
635|County 1|2014-01-17|2014-07-23
636|County 6|2011-10-09|2011-12-14
637|County 1|2014-01-03|2014-06-12
638|County 8|2013-09-24|2014-06-21
639|County 9|2012-12-17|2013-03-06
640|County 1|2016-06-20|2017-03-25
641|County 5|2011-12-11|2012-04-10
642|County 9|2014-08-09|2016-12-10
643|County 1|2012-03-12|2012-07-14
644|County 9|2013-12-28|2014-03-13
645|County 9|2008-07-14|2008-09-06
646|County 1|2009-10-28|2010-03-28
647|County 1|2019-04-19|2020-08-29
648|County 1|2010-09-01|2010-12-13
649|County 1|2010-08-18|2010-10-07
650|County 1|2013-08-18|2013-11-27
651|County 9|2014-11-29|2015-03-19
652|County 8|2012-01-14|2012-05-06
653|County 9|2015-01-13|2015-03-13
654|County 3|2012-02-11|2012-04-07
655|County 9|2022-04-03|2022-06-08
656|County 6|2023-03-29|2023-09-01
657|County 6|2011-05-22|2011-08-01
658|County 8|2018-01-21|2018-07-29
659|County 6|2019-08-20|2020-02-07
660|County 8|2008-08-05|2009-01-07
661|County 8|2017-01-30|2018-08-27
662|County 8|2018-03-27|2018-06-19
663|County 9|2018-04-30|2019-03-08
664|County 8|2019-07-02|2020-02-28
665|County 6|2019-05-19|2020-03-09
666|County 9|2014-10-04|2015-07-15
667|County 6|2021-03-08|2021-08-27
668|County 6|2011-07-27|2011-11-23
669|County 1|2019-05-29|2019-09-27
670|County 9|2023-02-09|2023-08-08
671|County 1|2018-06-18|2018-09-08
672|County 6|2012-02-07|2012-04-01
673|County 9|2013-08-21|2014-01-22
674|County 6|2012-08-12|2012-11-19
675|County 9|2019-12-24|2021-05-08
676|County 1|2015-01-15|2015-04-15
677|County 6|2009-08-29|2009-10-11
678|County 5|2015-02-03|2016-08-06
679|County 6|2012-07-06|2012-11-12
680|County 1|2013-03-01|2013-08-01
681|County 1|2014-06-02|2014-12-04
682|County 1|2008-07-23|2008-10-01
683|County 1|2014-09-08|2015-09-04
684|County 8|2014-06-05|2014-10-16
685|County 1|2014-07-20|2014-10-27
686|County 6|2015-03-28|2016-03-26
687|County 9|2019-08-26|2019-12-28
688|County 1|2013-11-08|2014-06-01
689|County 8|2009-07-19|2009-09-29
690|County 9|2014-03-09|2014-10-30
691|County 6|2016-07-28|2016-10-26
692|County 8|2023-04-10|2023-11-18
693|County 1|2014-09-20|2015-01-01
694|County 9|2014-02-18|2014-04-23
695|County 8|2012-08-17|2013-03-25
696|County 1|2014-12-08|2015-05-07
697|County 9|2012-06-16|2013-01-27
698|County 8|2023-04-30|2023-08-13
699|County 1|2013-09-14|2013-11-04
