well_id|county|spud_date|completion_date
2490|County 1|2014-12-05|2018-10-24
2491|County 8|2011-04-29|2011-10-07
2492|County 9|2014-03-16|2014-07-31
2493|County 1|2010-12-03|2011-05-16
2494|County 1|2015-10-20|2016-04-08
2495|County 1|2019-05-01|2019-10-31
2496|County 1|2020-03-11|2020-11-14
2497|County 8|2012-02-09|2012-07-04
2498|County 6|2015-06-04|2017-04-07
2499|County 9|2008-11-17|2009-01-17
2500|County 9|2019-04-02|2019-11-12
2501|County 1|2012-05-31|2012-11-04
2502|County 1|2022-12-07|2023-08-02
2503|County 1|2014-07-08|2014-10-06
2504|County 7|2008-05-30|2008-06-30
2505|County 8|2021-07-07|2022-02-17
2506|County 1|2022-11-30|2023-07-28
2507|County 8|2021-09-16|2022-05-15
2508|County 6|2011-07-25|2012-03-14
2509|County 6|2011-07-11|2012-04-03
2510|County 1|2019-10-05|2020-07-02
2511|County 8|2014-07-12|2015-02-18
2512|County 8|2014-10-12|2015-02-20
2513|County 9|2010-06-24|2011-02-01
2514|County 9|2012-05-05|2012-09-02
2515|County 1|2014-11-12|2015-03-22
2516|County 4|2006-05-16|2006-08-17
2517|County 6|2014-03-22|2015-08-23
2518|County 6|2012-12-25|2013-06-21
2519|County 1|2015-10-22|2019-09-26
2520|County 8|2023-07-23|2023-12-06
2521|County 6|2013-05-12|2013-08-22
2522|County 6|2021-11-26|2022-07-10
2523|County 8|2018-08-10|2018-09-27
2524|County 5|2010-11-08|2011-04-27
2525|County 8|2011-12-27|2012-09-28
2526|County 5|2013-08-23|2013-09-23
2527|County 8|2013-05-07|2013-08-16
2528|County 9|2008-08-19|2008-11-10
2529|County 6|2022-06-07|2023-02-27
2530|County 6|2014-04-04|2014-11-07
2531|County 3|2012-03-12|2012-05-25
2532|County 1|2013-01-14|2013-07-26
2533|County 1|2012-08-15|2012-10-03
2534|County 1|2018-06-01|2019-02-15
2535|County 6|2011-04-15|2011-09-05
2536|County 6|2014-10-03|2015-02-08
2537|County 1|2013-11-30|2014-10-10
2538|County 6|2012-11-06|2013-02-08
2539|County 1|2014-09-05|2015-03-25
2540|County 9|2014-01-14|2014-06-16
2541|County 1|2012-12-02|2013-05-29
2542|County 1|2012-05-01|2013-01-19
2543|County 1|2011-01-15|2011-06-02
2544|County 1|2007-02-10|2007-04-08
2545|County 8|2019-04-15|2019-09-21
2546|County 1|2015-03-13|2015-11-02
2547|County 1|2019-11-01|2020-11-18
2548|County 1|2016-01-20|2016-11-06
2549|County 1|2015-11-15|2016-02-20
2550|County 9|2012-01-15|2012-03-27
2551|County 6|2020-03-04|2022-10-27
2552|County 6|2013-06-12|2013-10-27
2553|County 8|2015-10-30|2018-06-21
2554|County 9|2014-09-23|2015-03-20
2555|County 1|2015-11-23|2016-11-10
2556|County 1|2017-04-17|2018-02-11
2557|County 6|2010-11-14|2011-05-17
2558|County 8|2014-05-01|2014-12-02
2559|County 3|2012-03-11|2012-05-11
2560|County 7|2013-12-04|2014-04-08
2561|County 8|2011-07-25|2011-11-14
2562|County 9|2010-10-14|2011-02-27
2563|County 8|2017-07-20|2018-03-30
2564|County 6|2013-07-08|2013-08-31
2565|County 1|2014-07-06|2015-02-05
2566|County 1|2020-02-26|2020-11-14
2567|County 6|2012-08-16|2013-01-08
2568|County 8|2015-01-28|2015-09-14
2569|County 6|2016-07-03|2016-10-07
2570|County 1|2011-08-23|2012-03-30
2571|County 9|2016-11-05|2018-02-19
2572|County 9|2022-10-16|2023-03-01
2573|County 6|2013-02-13|2013-07-20
2574|County 1|2011-09-01|2011-11-03
2575|County 9|2011-07-11|2011-09-30
2576|County 9|2013-02-23|2013-08-07
2577|County 6|2006-11-10|2007-01-22
2578|County 1|2019-10-07|2021-03-06
2579|County 8|2014-03-07|2014-07-06
2580|County 7|2008-09-17|2008-12-01
2581|County 1|2017-11-15|2018-08-22
2582|County 1|2013-09-14|2014-01-10
2583|County 1|2013-04-20|2013-08-20
2584|County 1|2015-03-09|2018-11-02
2585|County 8|2020-08-23|2021-09-06
2586|County 6|2011-11-30|2012-02-23
2587|County 8|2019-07-31|2023-03-09
2588|County 5|2014-03-10|2014-09-13
2589|County 6|2015-09-29|2016-03-31
2590|County 3|2014-09-24|2015-01-21
2591|County 9|2015-10-05|2017-07-28
2592|County 8|2020-03-12|2022-03-15
2593|County 2|2010-05-13|2010-09-23
2594|County 7|2012-02-25|2012-10-15
2595|County 8|2015-11-01|2018-06-23
2596|County 8|2014-01-17|2014-06-24
2597|County 8|2014-02-03|2014-06-24
2598|County 6|2015-01-09|2015-04-26
2599|County 8|2008-10-24|2009-09-29
2600|County 6|2011-06-15|2011-10-03
2601|County 9|2012-05-06|2012-08-26
2602|County 6|2015-04-15|2015-07-18
2603|County 4|2011-01-17|2011-08-19
2604|County 1|2019-02-20|2020-07-09
2605|County 5|2010-04-01|2010-06-23
2606|County 8|2019-03-18|2019-07-30
2607|County 1|2018-06-19|2018-11-25
2608|County 8|2022-05-22|2023-01-26
2609|County 1|2013-04-01|2013-10-04
2610|County 9|2012-05-28|2012-10-11
2611|County 5|2010-04-29|2010-09-22
2612|County 1|2011-01-04|2011-07-07
2613|County 11|2011-07-03|2012-01-17
2614|County 6|2010-09-10|2010-12-07
2615|County 6|2018-10-14|2019-05-04
2616|County 6|2011-11-07|2012-02-07
2617|County 4|2010-11-14|2011-02-25
2618|County 6|2018-01-10|2018-11-02
2619|County 1|2010-03-04|2010-07-21
2620|County 6|2015-05-08|2015-09-02
2621|County 1|2010-03-11|2010-06-16
2622|County 5|2010-08-13|2010-11-03
2623|County 8|2013-06-22|2013-11-28
2624|County 8|2022-01-14|2022-06-12
2625|County 8|2017-11-27|2018-04-17
2626|County 9|2020-10-13|2021-08-04
2627|County 6|2022-11-16|2023-06-20
2628|County 9|2010-04-25|2010-06-28
2629|County 3|2012-11-23|2013-01-14
2630|County 1|2013-11-09|2014-02-22
2631|County 8|2019-05-06|2020-03-27
2632|County 6|2015-06-18|2017-05-31
2633|County 9|2022-10-28|2023-06-26
2634|County 8|2019-04-16|2019-09-15
2635|County 8|2014-12-16|2015-12-06
2636|County 9|2018-08-08|2019-01-05
2637|County 6|2013-02-21|2013-08-05
2638|County 1|2014-11-05|2015-03-14
2639|County 6|2022-05-27|2022-12-03
2640|County 8|2012-09-01|2013-03-05
2641|County 8|2019-11-27|2022-01-10
2642|County 8|2013-05-29|2013-12-24
2643|County 9|2023-02-08|2023-08-01
2644|County 7|2012-03-24|2012-06-01
2645|County 6|2012-05-31|2012-12-04
2646|County 1|2011-08-31|2011-10-20
2647|County 1|2013-04-29|2013-07-08
2648|County 1|2012-11-24|2013-04-28
2649|County 1|2016-04-14|2017-07-31
2650|County 1|2017-12-02|2018-07-13
2651|County 9|2014-02-08|2014-09-07
2652|County 8|2017-02-21|2017-07-21
2653|County 9|2019-04-19|2019-08-07
2654|County 9|2022-02-06|2022-09-30
2655|County 6|2014-06-22|2015-03-18
2656|County 6|2022-09-10|2023-05-03
2657|County 1|2014-09-25|2015-02-03
2658|County 1|2015-01-31|2015-12-01
2659|County 6|2011-01-18|2012-07-12
2660|County 1|2014-06-13|2014-08-19
2661|County 7|2011-02-15|2011-07-30
2662|County 9|2023-03-10|2023-09-05
2663|County 8|2012-09-29|2012-11-27
2664|County 8|2023-03-29|2023-08-04
2665|County 1|2014-12-04|2016-06-07
2666|County 6|2017-09-24|2018-04-14
2667|County 3|2011-11-20|2012-01-29
2668|County 8|2022-12-13|2023-07-12
2669|County 9|2019-11-19|2020-02-18
2670|County 9|2012-10-15|2012-12-24
2671|County 1|2013-05-17|2014-01-31
2672|County 9|2014-02-17|2015-01-06
2673|County 6|2019-07-13|2022-04-07
2674|County 6|2018-03-15|2018-08-15
2675|County 1|2012-12-02|2013-04-16
2676|County 6|2010-09-07|2011-07-15
2677|County 6|2011-02-25|2011-06-26
2678|County 1|2013-07-08|2013-10-07
2679|County 8|2021-06-22|2021-09-18
2680|County 9|2019-11-25|2020-03-27
2681|County 1|2023-03-18|2023-09-07
2682|County 1|2016-11-04|2017-05-22
2683|County 1|2011-09-16|2011-12-21
2684|County 3|2013-08-09|2013-12-02
2685|County 9|2014-05-14|2014-11-01
2686|County 1|2020-08-01|2022-07-12
2687|County 9|2014-05-24|2014-07-22
2688|County 1|2014-01-25|2014-09-14
2689|County 1|2019-06-11|2019-08-28
2690|County 6|2013-11-20|2014-05-03
2691|County 9|2019-02-05|2019-07-17
2692|County 1|2017-08-15|2018-03-10
2693|County 1|2014-04-07|2014-07-26
2694|County 8|2020-09-08|2021-03-25
2695|County 6|2014-08-20|2015-01-01
2696|County 3|2012-09-02|2013-02-11
2697|County 6|2014-03-21|2014-06-24
2698|County 1|2022-08-18|2023-03-15
2699|County 5|2013-12-12|2014-01-20
2700|County 9|2013-02-01|2013-07-23
2701|County 6|2013-10-05|2014-07-16
2702|County 6|2012-12-20|2013-03-10
2703|County 7|2012-06-11|2013-01-14
2704|County 3|2012-04-18|2012-07-17
2705|County 1|2014-08-30|2015-02-14
2706|County 6|2018-03-15|2018-09-04
2707|County 1|2016-12-30|2017-10-19
2708|County 7|2017-08-23|2017-10-01
2709|County 1|2017-03-20|2018-05-04
2710|County 1|2015-02-21|2015-09-17
2711|County 9|2009-01-24|2009-03-07
2712|County 9|2008-05-27|2008-08-01
2713|County 1|2017-11-28|2018-02-05
2714|County 1|2018-04-20|2019-01-30
2715|County 9|2012-03-23|2012-06-13
2716|County 1|2011-07-30|2012-01-15
2717|County 8|2014-06-25|2015-03-10
2718|County 1|2014-10-19|2015-10-28
2719|County 9|2012-06-03|2012-09-27
2720|County 1|2013-08-11|2014-02-01
2721|County 1|2012-01-16|2012-03-13
2722|County 1|2016-08-16|2016-12-09
2723|County 8|2016-04-22|2017-02-23
2724|County 1|2009-07-18|2009-09-25
2725|County 8|2008-06-26|2008-09-08
2726|County 1|2011-02-16|2011-07-05
2727|County 1|2019-05-02|2019-10-20
2728|County 1|2013-10-01|2013-11-25
2729|County 1|2015-01-02|2015-06-14
2730|County 9|2019-02-11|2019-08-27
2731|County 5|2013-07-06|2013-09-11
2732|County 8|2010-10-27|2011-03-28
2733|County 1|2018-06-06|2019-02-15
2734|County 6|2019-05-28|2019-12-26
2735|County 1|2014-04-18|2014-12-08
2736|County 8|2010-10-07|2011-03-01
2737|County 8|2023-04-19|2023-11-18
2738|County 1|2014-06-28|2014-11-30
2739|County 9|2019-06-24|2020-10-09
2740|County 9|2021-07-02|2022-02-24
2741|County 8|2012-08-20|2013-01-06
2742|County 6|2011-06-30|2011-09-15
2743|County 9|2013-06-23|2013-09-25
2744|County 1|2020-01-01|2020-09-03
2745|County 8|2007-07-01|2007-09-01
2746|County 1|2022-03-29|2023-02-20
2747|County 1|2018-07-16|2018-11-24
2748|County 6|2010-09-25|2011-02-25
2749|County 9|2014-07-23|2014-10-13
2750|County 9|2019-10-13|2021-03-27
2751|County 6|2018-03-28|2018-10-29
2752|County 8|2019-11-10|2020-10-14
2753|County 8|2018-03-07|2018-06-02
2754|County 1|2011-01-31|2011-05-16
2755|County 1|2014-04-15|2014-12-20
2756|County 1|2019-11-02|2020-11-18
2757|County 1|2023-02-15|2023-09-18
2758|County 8|2010-10-04|2011-01-29
2759|County 1|2008-06-24|2008-09-01
2760|County 1|2013-05-23|2014-02-11
2761|County 1|2015-06-03|2015-10-30
2762|County 6|2018-09-13|2019-03-30
2763|County 6|2012-12-30|2013-10-11
2764|County 1|2015-01-16|2015-07-29
2765|County 5|2016-09-09|2023-02-23
2766|County 8|2019-11-11|2021-01-30
2767|County 1|2016-01-23|2016-06-02
2768|County 3|2012-09-25|2012-12-14
2769|County 6|2011-01-21|2011-05-27
2770|County 9|2014-02-09|2014-03-22
2771|County 1|2012-12-17|2013-06-05
2772|County 6|2018-11-10|2019-05-27
2773|County 9|2012-06-24|2012-09-07
2774|County 1|2010-07-21|2010-10-11
2775|County 1|2011-08-03|2011-11-17
2776|County 9|2017-08-01|2018-02-13
2777|County 6|2018-10-03|2019-03-02
2778|County 9|2014-09-15|2015-03-13
2779|County 6|2006-05-16|2006-07-16
2780|County 9|2017-02-10|2017-11-21
2781|County 6|2013-04-25|2013-08-03
2782|County 8|2012-07-10|2013-08-09
2783|County 5|2013-12-12|2014-02-25
2784|County 6|2015-05-18|2015-11-06
2785|County 1|2015-01-29|2017-08-02
2786|County 8|2014-03-07|2014-08-21
2787|County 1|2012-03-16|2012-05-30
2788|County 1|2015-11-09|2016-11-04
2789|County 1|2013-03-01|2013-06-22
2790|County 1|2013-07-12|2013-11-18
2791|County 5|2012-09-24|2012-11-01
2792|County 6|2012-01-12|2012-05-06
2793|County 9|2015-04-20|2017-05-22
2794|County 8|2008-02-16|2008-04-01
2795|County 1|2014-09-01|2015-06-09
2796|County 8|2021-06-06|2021-09-17
2797|County 8|2014-08-03|2014-12-08
2798|County 1|2012-04-07|2012-06-19
2799|County 1|2012-08-11|2012-11-24
2800|County 1|2017-05-07|2017-09-03
2801|County 9|2020-02-25|2021-04-16
2802|County 6|2013-10-24|2014-04-06
2803|County 6|2011-05-04|2011-07-17
2804|County 9|2014-06-22|2014-12-13
2805|County 6|2018-02-05|2018-08-27
2806|County 6|2011-12-21|2012-03-03
2807|County 4|2010-07-22|2010-11-14
2808|County 9|2009-01-21|2009-08-21
2809|County 8|2019-12-25|2021-10-27
2810|County 1|2017-01-21|2017-05-28
2811|County 1|2019-06-11|2020-01-25
2812|County 8|2019-10-26|2020-11-02
2813|County 1|2012-09-18|2013-02-14
2814|County 1|2017-01-17|2017-09-01
2815|County 1|2014-03-12|2014-10-27
2816|County 6|2018-06-15|2019-02-10
2817|County 9|2013-05-02|2013-11-03
2818|County 9|2022-06-26|2022-09-16
2819|County 1|2013-01-27|2013-04-26
2820|County 1|2019-05-31|2019-10-04
2821|County 1|2017-11-28|2018-06-29
2822|County 1|2013-12-04|2014-08-22
2823|County 1|2018-05-04|2019-05-05
2824|County 6|2012-02-17|2012-05-08
2825|County 6|2019-11-27|2020-12-01
2826|County 9|2022-01-17|2022-05-16
2827|County 9|2010-12-06|2011-02-27
2828|County 9|2018-01-29|2018-08-31
2829|County 1|2014-09-01|2015-03-30
2830|County 7|2012-01-18|2012-05-04
2831|County 1|2009-08-20|2009-10-17
2832|County 1|2018-10-03|2019-06-17
2833|County 9|2012-12-19|2013-02-26
2834|County 1|2017-12-11|2018-07-05
2835|County 9|2013-07-10|2013-08-28
2836|County 1|2015-02-06|2015-08-29
2837|County 6|2018-03-17|2018-09-17
2838|County 9|2022-10-08|2023-06-30
2839|County 8|2019-05-07|2019-08-17
2840|County 9|2013-04-01|2013-08-15
2841|County 6|2014-10-16|2015-04-08
2842|County 1|2022-11-03|2023-06-21
2843|County 8|2014-06-05|2015-01-17
2844|County 8|2012-12-06|2013-03-09
2845|County 8|2018-07-17|2018-10-12
2846|County 1|2017-06-22|2017-11-05
2847|County 8|2023-05-01|2023-08-12
2848|County 1|2019-12-06|2020-11-17
2849|County 8|2016-07-29|2017-09-28
2850|County 8|2022-06-07|2023-02-04
2851|County 1|2013-04-25|2013-11-18
2852|County 6|2019-09-08|2020-12-20
2853|County 9|2022-04-29|2022-09-21
2854|County 1|2009-09-15|2009-11-20
2855|County 1|2015-03-18|2015-11-01
2856|County 1|2015-04-05|2016-03-26
2857|County 8|2009-02-09|2009-06-24
2858|County 9|2012-05-05|2013-01-27
2859|County 6|2018-09-14|2019-04-14
2860|County 4|2012-03-12|2012-05-24
2861|County 1|2017-04-09|2017-12-18
2862|County 1|2014-12-08|2015-03-10
2863|County 8|2007-10-11|2007-12-29
2864|County 1|2012-07-30|2012-11-30
2865|County 9|2010-08-05|2010-11-12
2866|County 3|2013-06-22|2013-10-16
2867|County 9|2012-01-28|2012-04-15
2868|County 6|2014-10-16|2015-02-17
2869|County 9|2010-04-22|2010-06-24
2870|County 6|2017-06-02|2017-08-27
2871|County 5|2010-11-15|2011-09-28
2872|County 8|2009-01-24|2009-05-14
2873|County 6|2013-07-23|2014-03-30
2874|County 8|2016-08-08|2017-10-27
2875|County 1|2010-11-28|2011-05-06
2876|County 1|2011-02-13|2011-06-30
2877|County 6|2019-04-21|2019-10-08
2878|County 1|2011-07-03|2011-10-09
2879|County 1|2015-06-28|2016-03-05
2880|County 1|2020-07-21|2021-02-25
2881|County 5|2013-02-11|2013-04-27
2882|County 1|2014-06-09|2014-10-23
2883|County 1|2011-07-15|2011-12-07
2884|County 1|2019-08-07|2021-08-29
2885|County 9|2008-10-07|2008-12-08
2886|County 9|2022-01-16|2022-05-16
2887|County 1|2019-06-24|2020-02-21
2888|County 4|2014-07-12|2014-11-25
2889|County 9|2015-06-13|2017-06-26
2890|County 1|2013-03-20|2013-07-27
2891|County 1|2014-06-02|2014-09-26
2892|County 6|2012-06-14|2013-04-03
2893|County 1|2022-11-22|2023-04-19
2894|County 6|2011-06-20|2011-11-29
2895|County 5|2012-01-26|2012-04-27
2896|County 8|2021-03-04|2021-11-06
2897|County 1|2012-06-03|2012-08-15
2898|County 6|2013-02-09|2013-07-09
2899|County 6|2013-11-25|2014-02-23
2900|County 11|2011-01-06|2011-10-14
2901|County 8|2022-09-09|2023-05-02
2902|County 9|2015-08-21|2017-04-16
2903|County 8|2021-02-15|2021-08-26
2904|County 1|2012-12-29|2013-02-18
2905|County 1|2013-04-05|2014-05-22
2906|County 1|2014-09-04|2015-01-04
2907|County 6|2015-03-26|2015-10-01
2908|County 8|2019-03-08|2019-07-11
2909|County 8|2017-02-08|2017-04-19
2910|County 9|2020-12-17|2021-07-12
2911|County 1|2012-09-22|2013-01-19
2912|County 5|2012-08-17|2012-11-21
2913|County 1|2019-03-08|2019-07-27
2914|County 9|2010-12-10|2011-10-31
2915|County 8|2016-07-19|2017-04-26
2916|County 6|2013-10-07|2014-08-03
2917|County 5|2014-10-10|2015-03-31
2918|County 5|2012-08-27|2012-10-29
2919|County 6|2014-03-05|2014-07-23
2920|County 6|2023-07-12|2023-11-25
2921|County 6|2012-01-09|2012-03-08
2922|County 1|2015-03-09|2017-08-16
2923|County 1|2007-11-18|2008-01-13
2924|County 6|2012-12-22|2013-06-23
2925|County 8|2020-02-07|2022-10-05
2926|County 1|2012-07-18|2012-11-29
2927|County 8|2008-04-11|2008-07-07
2928|County 6|2017-02-17|2017-08-03
2929|County 1|2018-03-18|2018-11-09
2930|County 6|2022-11-26|2023-06-03
2931|County 1|2020-02-17|2022-02-26
2932|County 1|2012-03-28|2012-07-25
2933|County 6|2018-08-04|2019-03-18
2934|County 8|2017-10-01|2018-01-15
2935|County 1|2013-02-08|2013-08-12
2936|County 1|2019-05-13|2019-11-18
2937|County 1|2014-08-13|2014-12-17
2938|County 8|2011-10-03|2012-03-01
2939|County 1|2014-04-16|2014-08-09
2940|County 6|2014-08-12|2014-12-15
2941|County 1|2017-01-19|2017-05-22
2942|County 5|2012-08-30|2012-12-20
2943|County 8|2018-06-01|2018-11-09
2944|County 9|2022-10-05|2023-09-21
2945|County 1|2015-06-04|2015-10-17
2946|County 9|2008-02-24|2008-04-11
2947|County 7|2014-10-10|2015-03-25
2948|County 9|2018-05-20|2018-08-01
2949|County 8|2010-07-24|2010-10-01
2950|County 9|2009-07-06|2009-09-20
2951|County 9|2007-05-20|2007-08-02
2952|County 6|2014-08-15|2015-02-13
2953|County 1|2014-05-31|2014-09-27
2954|County 8|2016-12-20|2017-04-04
2955|County 1|2017-05-06|2017-10-07
2956|County 3|2014-03-19|2014-07-20
2957|County 1|2016-02-10|2018-01-25
2958|County 6|2022-11-27|2023-07-21
2959|County 6|2014-02-04|2014-05-17
2960|County 1|2019-04-27|2019-11-05
2961|County 6|2012-10-02|2013-03-30
2962|County 1|2020-01-29|2020-10-02
2963|County 9|2015-08-21|2016-01-04
2964|County 6|2014-09-06|2015-02-23
2965|County 1|2013-07-15|2013-10-20
2966|County 6|2022-11-15|2023-05-20
2967|County 9|2015-05-09|2015-08-18
2968|County 1|2013-12-18|2015-05-01
2969|County 1|2013-02-03|2013-09-01
2970|County 6|2014-07-16|2014-11-16
2971|County 1|2019-05-21|2020-02-04
2972|County 8|2023-01-04|2023-07-15
2973|County 7|2011-08-10|2012-02-04
2974|County 9|2013-08-28|2013-12-05
2975|County 1|2015-09-03|2016-06-24
2976|County 6|2023-02-08|2023-09-07
2977|County 1|2010-08-07|2010-10-25
2978|County 1|2011-03-18|2011-07-01
2979|County 1|2017-09-11|2017-12-14
2980|County 9|2023-02-18|2023-09-06
2981|County 6|2016-12-01|2017-04-06
2982|County 5|2015-06-02|2016-08-25
2983|County 1|2016-02-22|2019-07-20
2984|County 9|2011-04-12|2011-11-15
2985|County 3|2013-10-05|2013-12-30
2986|County 6|2018-03-08|2018-11-07
2987|County 6|2014-12-21|2015-03-24
2988|County 9|2006-07-24|2006-09-11
2989|County 8|2009-10-10|2009-12-01
2990|County 1|2015-11-13|2016-12-16
2991|County 9|2014-05-20|2014-12-12
2992|County 6|2014-03-17|2014-11-06
2993|County 9|2012-01-27|2012-04-17
2994|County 8|2019-08-01|2020-04-05
2995|County 9|2015-07-02|2017-05-03
2996|County 9|2011-04-18|2011-07-04
2997|County 8|2022-03-05|2022-09-06
2998|County 8|2018-11-01|2019-06-14
2999|County 8|2010-11-16|2011-02-28
3000|County 6|2022-01-29|2022-06-07
3001|County 1|2015-10-13|2018-08-16
3002|County 1|2014-07-11|2014-11-08
3003|County 9|2014-05-29|2014-09-20
3004|County 1|2017-09-21|2018-04-13
3005|County 1|2019-06-26|2020-02-23
3006|County 9|2015-01-21|2016-01-01
3007|County 3|2014-01-14|2014-05-07
3008|County 1|2009-12-04|2010-03-10
3009|County 6|2022-06-08|2023-02-27
3010|County 8|2015-01-12|2015-03-29
3011|County 8|2013-12-15|2014-03-06
3012|County 1|2014-01-24|2014-06-19
3013|County 6|2011-05-07|2011-08-17
3014|County 8|2018-11-09|2021-07-17
3015|County 6|2014-09-16|2016-03-15
3016|County 1|2018-02-18|2018-08-19
3017|County 9|2008-11-23|2009-02-02
3018|County 6|2018-04-07|2018-10-12
3019|County 1|2018-09-30|2019-09-18
3020|County 1|2014-11-27|2015-04-19
3021|County 9|2018-11-23|2019-05-30
3022|County 8|2013-11-08|2014-03-31
3023|County 1|2013-09-21|2014-07-31
3024|County 6|2014-10-30|2015-02-17
3025|County 7|2012-12-01|2013-03-28
3026|County 8|2014-02-26|2014-05-21
3027|County 1|2015-03-07|2015-07-30
3028|County 6|2019-12-24|2021-07-01
3029|County 8|2009-12-17|2010-05-29
3030|County 9|2010-05-16|2010-08-03
3031|County 8|2012-12-03|2013-02-12
3032|County 1|2009-06-14|2009-09-25
3033|County 1|2020-08-29|2021-12-01
3034|County 7|2009-12-10|2010-02-18
3035|County 8|2016-08-03|2017-10-31
3036|County 9|2014-01-23|2014-07-16
3037|County 6|2017-06-02|2018-05-02
3038|County 1|2018-11-28|2019-04-01
3039|County 9|2010-01-18|2010-03-28
3040|County 8|2013-08-11|2014-03-11
3041|County 8|2010-09-22|2011-04-10
3042|County 8|2015-02-13|2015-06-30
3043|County 9|2019-07-27|2019-11-17
3044|County 1|2008-09-13|2008-11-03
3045|County 1|2014-05-17|2014-10-25
3046|County 9|2012-11-15|2013-06-30
3047|County 9|2011-05-10|2011-10-28
3048|County 8|2023-04-03|2023-10-02
3049|County 6|2014-09-03|2014-10-23
3050|County 1|2014-05-15|2014-12-18
3051|County 4|2018-07-17|2018-10-20
3052|County 1|2018-07-10|2018-11-05
3053|County 5|2011-09-12|2011-11-16
3054|County 1|2012-04-21|2013-12-20
3055|County 6|2022-07-26|2023-01-02
3056|County 1|2015-08-07|2017-04-19
3057|County 1|2022-09-22|2023-03-10
3058|County 1|2015-08-17|2017-05-03
3059|County 1|2011-10-29|2012-03-02
3060|County 9|2010-06-08|2010-10-01
3061|County 1|2013-04-29|2013-11-17
3062|County 1|2017-06-04|2017-12-03
3063|County 1|2021-08-02|2022-11-23
3064|County 9|2014-01-20|2014-05-27
3065|County 9|2009-04-14|2009-08-02
3066|County 1|2014-07-19|2014-12-02
3067|County 6|2019-11-22|2020-12-01
3068|County 8|2010-01-17|2010-05-10
3069|County 9|2014-07-14|2015-09-02
3070|County 1|2019-08-05|2020-10-01
3071|County 8|2017-07-26|2017-09-14
3072|County 8|2011-09-18|2011-12-21
3073|County 1|2020-06-19|2020-10-12
3074|County 6|2018-08-11|2019-02-08
3075|County 5|2014-05-03|2015-02-06
3076|County 1|2009-08-18|2009-10-20
3077|County 8|2018-09-17|2019-08-28
3078|County 1|2015-11-13|2016-05-25
3079|County 9|2017-10-25|2018-01-11
3080|County 6|2014-08-11|2014-10-23
3081|County 1|2009-12-26|2010-04-05
3082|County 1|2015-05-26|2015-11-22
3083|County 9|2007-03-23|2007-06-13
3084|County 8|2010-10-26|2011-05-09
3085|County 6|2016-12-01|2017-04-06
3086|County 1|2014-07-24|2015-04-01
3087|County 6|2013-09-10|2014-11-24
3088|County 8|2019-09-01|2020-03-06
3089|County 6|2019-04-15|2019-11-07
3090|County 9|2014-03-06|2014-10-19
3091|County 9|2013-01-02|2013-06-25
3092|County 8|2014-11-22|2016-11-16
3093|County 1|2015-04-05|2016-02-24
3094|County 1|2017-09-18|2018-04-19
3095|County 8|2012-12-01|2013-01-25
3096|County 6|2021-11-04|2022-03-23
3097|County 6|2012-12-04|2013-02-15
3098|County 1|2014-06-12|2014-09-24
3099|County 8|2012-05-22|2013-01-08
3100|County 1|2013-09-26|2014-02-12
3101|County 6|2011-08-29|2012-01-08
3102|County 1|2013-11-30|2014-03-04
3103|County 1|2019-10-04|2021-01-02
3104|County 1|2014-09-20|2015-07-28
3105|County 8|2015-10-23|2016-02-17
3106|County 6|2018-06-18|2018-10-17
3107|County 6|2012-10-14|2013-01-24
3108|County 1|2015-11-02|2016-07-15
3109|County 1|2017-03-28|2018-05-12
3110|County 9|2018-01-04|2018-09-01
3111|County 1|2013-06-05|2013-09-29
3112|County 9|2013-03-08|2013-10-12
3113|County 8|2023-02-18|2023-10-05
3114|County 9|2013-01-18|2013-03-09
3115|County 9|2011-10-22|2012-07-14
3116|County 1|2019-05-03|2022-08-17
3117|County 1|2018-04-01|2018-10-30
3118|County 4|2018-10-16|2019-01-16
3119|County 9|2013-11-02|2014-01-21
3120|County 1|2013-04-08|2013-08-07
3121|County 5|2014-06-26|2014-12-14
3122|County 9|2008-10-13|2009-01-17
3123|County 8|2008-01-26|2008-03-01
3124|County 1|2019-06-28|2020-02-27
3125|County 1|2020-07-18|2021-03-08
3126|County 9|2021-04-07|2021-12-01
3127|County 1|2020-05-12|2021-02-24
3128|County 8|2016-10-06|2018-04-14
3129|County 1|2011-02-28|2011-06-08
3130|County 8|2016-09-25|2018-04-21
3131|County 6|2018-08-05|2019-03-22
3132|County 1|2012-03-02|2012-07-06
3133|County 6|2018-11-07|2019-05-30
3134|County 1|2019-10-04|2020-03-31
3135|County 9|2010-05-15|2010-08-27
3136|County 1|2014-09-20|2015-04-20
3137|County 9|2014-07-25|2015-01-23
3138|County 1|2013-10-15|2014-03-15
3139|County 8|2012-07-27|2012-10-06
3140|County 8|2014-06-09|2015-02-15
3141|County 1|2019-02-26|2019-11-22
3142|County 1|2019-01-14|2019-09-04
3143|County 1|2014-12-24|2017-04-27
3144|County 1|2014-05-22|2014-11-18
3145|County 6|2013-06-14|2013-10-25
3146|County 6|2008-01-02|2008-03-02
3147|County 1|2016-08-31|2017-11-14
3148|County 8|2022-04-19|2022-09-29
3149|County 1|2010-06-01|2010-09-17
3150|County 9|2015-07-28|2017-02-25
3151|County 8|2019-01-17|2019-05-25
3152|County 1|2021-09-03|2021-11-16
3153|County 7|2007-07-09|2007-09-14
3154|County 1|2012-12-24|2013-03-01
